card_id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
59,1352,Visa,Debit,4969931231497491,2019-11-01,728,YES,2,12528,2004-01-01,2012,No
2403,1352,Mastercard,Debit,5065991934613613,2020-03-01,444,YES,2,19756,1999-04-01,2013,No
5355,1352,Mastercard,Debit,5074153322431986,1999-10-01,15,YES,1,2042,1998-11-01,2008,No
3286,831,Discover,Credit,6343000201050378,2020-06-01,991,YES,1,8300,2005-06-01,2013,No
4156,831,Mastercard,Debit,5176991873510835,2022-04-01,744,YES,2,8571,2005-08-01,2015,No
499,936,Mastercard,Debit,5193598337004774,2020-08-01,655,YES,1,19369,2020-01-01,2020,No
785,936,Visa,Debit (Prepaid),4651166179945088,2024-07-01,135,YES,1,70,2020-01-01,2020,No
1525,936,Mastercard,Debit,5169330864187609,2020-10-01,927,YES,1,15127,2020-02-01,2020,No
425,936,Discover,Credit,6575727919683836,2022-03-01,371,YES,1,9400,2020-01-01,2020,No
1809,936,Visa,Credit,4254671354232317,2022-06-01,566,YES,2,5400,2020-02-01,2020,No
3312,578,Mastercard,Debit,5639231472661421,2006-06-01,482,YES,1,17167,2006-06-01,2007,No
4807,1997,Mastercard,Debit,5974521557482725,2020-08-01,89,YES,1,25048,2011-09-01,2011,No
5786,1997,Amex,Credit,373196972571995,2022-08-01,333,YES,1,25600,2003-12-01,2009,No
3343,1997,Mastercard,Debit,5145075395048643,2020-07-01,818,YES,2,17257,2007-06-01,2007,No
2481,1997,Mastercard,Debit,5446247483875549,2022-02-01,977,NO,2,31829,2005-04-01,2020,No
5106,1997,Mastercard,Debit,5138861544730253,2014-09-01,695,YES,2,3991,2008-10-01,2013,No
5457,1997,Mastercard,Debit,5450840398353044,2024-05-01,172,YES,2,3991,2006-11-01,2013,No
5808,1997,Mastercard,Debit,5957840395918291,2024-01-01,232,YES,2,34953,2004-12-01,2011,No
1378,258,Mastercard,Debit,5200497031723077,2021-11-01,790,YES,1,21726,2018-02-01,2018,No
3197,258,Visa,Debit,4410595521974956,2020-08-01,468,YES,1,15063,2017-05-01,2017,No
500,258,Mastercard,Debit,5979251671199858,2020-01-01,949,YES,1,12596,2020-01-01,2020,No
2912,851,Visa,Debit,4977782671344118,2009-01-01,467,NO,2,6335,2006-05-01,2020,No
4243,851,Mastercard,Debit (Prepaid),5953262218021154,2014-04-01,328,YES,1,43,2008-08-01,2013,No
3613,851,Visa,Credit,4453479289853591,2020-01-01,438,YES,2,8100,2016-06-01,2016,No
1241,851,Visa,Credit,4484651040009268,2023-04-01,400,YES,2,8900,2010-02-01,2010,No
4148,1951,Amex,Credit,397408628397205,2024-01-01,358,YES,1,16000,2005-08-01,2008,No
4157,1951,Mastercard,Debit,5131315390682577,2011-04-01,260,YES,2,19304,2005-08-01,2010,No
3360,1951,Visa,Debit,4667539931017684,2020-10-01,724,YES,2,36548,2007-06-01,2015,No
1142,1951,Mastercard,Debit,5494695767588585,2023-12-01,105,YES,1,10354,2008-02-01,2010,No
3188,1951,Discover,Credit,6059981259285361,2024-08-01,661,YES,1,8000,2017-05-01,2017,No
501,1978,Mastercard,Debit,5070126203216170,2020-01-01,795,YES,2,1559,2020-01-01,2020,No
1526,1978,Mastercard,Debit,5293367010895796,2020-02-01,489,YES,1,15100,2020-02-01,2020,No
4948,1897,Mastercard,Debit,5695371675609176,2023-12-01,110,YES,1,51302,2001-10-01,2010,No
3690,1897,Mastercard,Debit (Prepaid),5727246621737801,2014-09-01,184,YES,1,80,2003-07-01,2010,No
4337,972,Visa,Credit,4613780379002622,2021-10-01,881,YES,1,15800,2010-08-01,2012,No
6052,972,Visa,Credit,4349828024185765,2020-11-01,209,YES,1,16800,2011-12-01,2011,No
4166,972,Visa,Debit,4831547258942108,2021-11-01,45,NO,1,2508,2005-08-01,2012,No
5689,972,Visa,Credit,4030101439693866,2022-12-01,924,NO,2,2600,2013-11-01,2013,No
2482,1010,Mastercard,Debit,5598838646522278,2022-05-01,590,YES,1,4851,2005-04-01,2020,No
3047,1243,Mastercard,Credit,5688444191664896,2023-06-01,723,YES,1,7300,2010-05-01,2011,No
3884,1243,Mastercard,Debit,5787876223130828,2024-03-01,137,YES,1,18540,2009-07-01,2009,No
3928,1243,Mastercard,Debit,5145746225869385,2014-02-01,37,NO,2,4072,2010-07-01,2010,No
1527,1243,Mastercard,Debit,5867870962214065,2020-02-01,278,YES,1,1744,2020-02-01,2020,No
3885,1243,Mastercard,Debit (Prepaid),5233021736945266,2014-01-01,561,YES,2,33,2009-07-01,2013,No
2327,1976,Mastercard,Debit,5905144281673763,2020-02-01,324,YES,1,17767,2014-03-01,2014,No
4847,1976,Mastercard,Debit (Prepaid),5376202172646612,2022-11-01,419,YES,1,57,2013-09-01,2013,No
4338,1976,Visa,Debit,4078070579143813,2022-05-01,725,YES,1,23011,2010-08-01,2010,No
1171,1976,Mastercard,Debit,5320540849135700,2023-10-01,66,YES,1,21160,2009-02-01,2009,No
502,1976,Mastercard,Debit,5318581534984744,2021-12-01,914,NO,2,21291,2020-01-01,2020,No
2784,91,Visa,Credit,4905977959597106,2020-10-01,543,YES,1,19100,2018-04-01,2018,No
2790,1606,Mastercard,Debit,5285784915006143,2020-03-01,790,YES,2,7834,1996-05-01,2012,No
2735,1201,Visa,Debit,4563146572171391,2020-12-01,510,YES,2,38317,2014-04-01,2014,No
16,1201,Visa,Debit,4817273521248161,2023-10-01,706,YES,2,55693,2000-01-01,2006,No
4793,1201,Visa,Debit,4423423702094848,2020-11-01,362,YES,1,40710,2010-09-01,2010,No
2744,1201,Mastercard,Debit,5614281662886512,2024-12-01,906,YES,2,61355,2015-04-01,2015,No
503,1887,Mastercard,Credit,5723992473008285,2020-02-01,298,YES,1,5300,2020-01-01,2020,No
504,1887,Mastercard,Credit,5568613598314709,2022-06-01,926,YES,1,15800,2020-01-01,2020,No
505,195,Mastercard,Debit,5809559236815243,2020-01-01,643,YES,1,26219,2020-01-01,2020,No
1442,195,Discover,Credit,6649382937549507,2020-02-01,898,YES,1,20400,2020-02-01,2020,No
1528,874,Mastercard,Debit,5578581367019951,2020-03-01,532,YES,1,28066,2020-02-01,2020,No
786,874,Visa,Credit,4995777639723026,2024-06-01,153,NO,2,19500,2020-01-01,2020,No
506,874,Mastercard,Credit,5618927130201354,2020-04-01,47,YES,1,15100,2020-01-01,2020,No
5790,1317,Mastercard,Debit,5504388217788243,2022-09-01,389,YES,1,9059,2003-12-01,2008,No
3576,1317,Mastercard,Credit,5765192294312489,2024-03-01,244,YES,2,6300,2014-06-01,2014,No
4909,1317,Mastercard,Debit,5049590350537184,2017-12-01,287,YES,1,12793,2017-09-01,2017,No
1529,1317,Mastercard,Credit,5171047603573611,2020-05-01,472,YES,1,7800,2020-02-01,2020,No
1280,1311,Visa,Credit,4304336989685853,2022-10-01,38,YES,1,14000,2011-02-01,2011,No
1530,785,Mastercard,Debit (Prepaid),5802808293999580,2023-02-01,374,NO,1,80,2020-02-01,2020,No
507,785,Mastercard,Credit,5182039113510183,2024-12-01,533,YES,1,15400,2020-01-01,2020,No
2638,662,Mastercard,Debit,5178588521108553,2021-04-01,647,YES,2,28747,2010-04-01,2010,No
3092,662,Mastercard,Debit (Prepaid),5419683819223054,2021-07-01,690,YES,2,110,2011-05-01,2011,No
5107,847,Mastercard,Debit (Prepaid),5207548471157063,2022-04-01,310,YES,2,112,2008-10-01,2012,No
3416,847,Discover,Credit,6133343341617022,2010-12-01,252,NO,2,9700,2009-06-01,2011,No
5581,847,Visa,Credit,4013077897978419,2013-10-01,359,YES,1,8600,2009-11-01,2014,No
987,847,Mastercard,Debit (Prepaid),5582481832840083,2004-10-01,949,YES,2,43,2001-02-01,2012,No
5998,847,Mastercard,Debit,5160679758487908,2015-04-01,716,YES,2,19629,2010-12-01,2011,No
4531,847,Mastercard,Credit,5350725222706426,2021-04-01,29,YES,2,3400,2003-09-01,2008,No
1531,685,Mastercard,Debit,5208287929207582,2022-01-01,668,YES,2,20769,2020-02-01,2020,No
1398,685,Amex,Credit,382500319012149,2022-12-01,443,YES,2,12100,2020-02-01,2020,No
1532,685,Mastercard,Debit,5568206290590571,2023-06-01,658,YES,1,16371,2020-02-01,2020,No
1533,685,Mastercard,Credit,5316978994490034,2020-10-01,145,YES,1,12500,2020-02-01,2020,No
1534,685,Mastercard,Debit,5548416164877894,2020-02-01,573,YES,1,18976,2020-02-01,2020,No
508,685,Mastercard,Debit,5319381223326693,2020-02-01,205,YES,2,30119,2020-01-01,2020,No
2354,617,Mastercard,Debit,5124149352966224,2022-07-01,255,YES,2,26147,2016-03-01,2016,No
1810,23,Visa,Debit (Prepaid),4140588094739369,2020-02-01,914,YES,2,74,2020-02-01,2020,No
787,339,Visa,Credit,4098957147259107,2024-01-01,427,YES,1,7100,2020-01-01,2020,No
1811,339,Visa,Debit,4728985692143254,2021-05-01,894,YES,2,13964,2020-02-01,2020,No
1062,280,Visa,Credit,4914230230023485,2020-11-01,149,YES,2,12000,2005-02-01,2013,No
5856,280,Mastercard,Debit,5503346026525353,2021-07-01,281,YES,2,14710,2006-12-01,2016,No
2959,280,Mastercard,Credit,5625623929407723,2024-02-01,413,NO,2,5600,2008-05-01,2011,No
123,280,Amex,Credit,340690023329145,2007-05-01,921,YES,1,13600,2007-01-01,2009,No
2826,280,Mastercard,Debit,5836255998556368,2023-01-01,124,YES,2,14592,2002-05-01,2018,No
4404,1473,Mastercard,Debit,5144019472845640,2024-03-01,991,YES,1,16791,2013-08-01,2013,No
3839,1473,Mastercard,Debit,5401708824823369,2024-09-01,387,YES,1,15909,2008-07-01,2008,No
1535,1473,Mastercard,Debit,5090437031916520,2022-06-01,678,NO,2,13466,2020-02-01,2020,No
5108,65,Mastercard,Debit,5427512329623870,2020-11-01,476,YES,2,5066,2008-10-01,2016,No
4585,65,Visa,Debit,4270727314191306,2024-09-01,431,YES,2,13452,2005-09-01,2012,No
788,1353,Visa,Debit,4609363841131495,2020-01-01,250,YES,1,17652,2020-01-01,2020,No
3156,1353,Visa,Debit,4092359255548687,2018-07-01,548,YES,1,22566,2014-05-01,2014,No
1536,1353,Mastercard,Debit (Prepaid),5739755420014539,2023-01-01,543,YES,2,101,2020-02-01,2020,No
4200,1353,Mastercard,Debit,5884169220100958,2009-02-01,380,YES,1,17860,2007-08-01,2010,No
1812,1353,Visa,Debit,4739129887814779,2024-12-01,840,YES,1,13635,2020-02-01,2020,No
3725,1353,Amex,Credit,340363396133555,2024-10-01,357,YES,1,12800,2005-07-01,2014,No
966,1353,Mastercard,Debit,5134663281531806,2022-04-01,682,YES,1,12076,1999-02-01,2012,No
1537,736,Mastercard,Credit,5428449359468275,2024-05-01,692,YES,1,13500,2020-02-01,2020,No
509,736,Mastercard,Debit (Prepaid),5166680396292023,2024-11-01,462,YES,1,38,2020-01-01,2020,No
510,736,Mastercard,Debit (Prepaid),5582430794372147,2024-09-01,397,YES,2,100,2020-01-01,2020,No
4482,1670,Visa,Debit,4011659941572561,2023-01-01,523,YES,1,24501,2019-08-01,2019,No
3304,1670,Visa,Credit,4281818687372228,2020-11-01,956,YES,1,15100,2005-06-01,2011,No
5809,1670,Mastercard,Debit,5537300534138484,2023-07-01,933,YES,2,14709,2004-12-01,2013,No
5603,1670,Mastercard,Debit,5770348525427389,2020-08-01,914,NO,1,45782,2010-11-01,2015,No
511,1776,Mastercard,Debit,5089550241614493,2020-02-01,625,YES,2,18292,2020-01-01,2020,No
4938,1776,Amex,Credit,357731604070533,2020-05-01,270,YES,1,13400,1999-10-01,2012,No
3596,1776,Visa,Credit,4760959420776144,2021-05-01,81,YES,2,11100,2015-06-01,2015,No
1813,1474,Visa,Debit,4559380028737071,2023-01-01,791,YES,1,33397,2020-02-01,2020,No
2032,951,Mastercard,Debit (Prepaid),5978230791001469,2017-08-01,310,YES,1,80,2002-03-01,2008,No
2942,951,Visa,Credit,4609960492769091,2023-03-01,512,YES,2,5400,2007-05-01,2013,No
2628,951,Amex,Credit,371780853319378,2021-06-01,461,YES,2,11000,2010-04-01,2010,No
3330,951,Visa,Debit,4717280495507382,2012-03-01,268,YES,1,8374,2006-06-01,2010,No
3418,1818,Mastercard,Debit,5630819721997639,2021-03-01,160,YES,2,23691,2009-06-01,2015,No
2259,1818,Visa,Debit,4536093921633369,2023-12-01,783,YES,2,15817,2010-03-01,2013,No
4711,1818,Mastercard,Debit,5403878573257240,2024-06-01,553,YES,2,36912,2009-09-01,2015,No
1814,1450,Visa,Debit,4752300617048436,2021-09-01,511,YES,2,36976,2020-02-01,2020,No
512,1524,Mastercard,Debit,5298405785595862,2022-06-01,451,YES,1,52121,2020-01-01,2020,No
367,1789,Mastercard,Debit,5969880085380237,2024-03-01,832,YES,1,12564,2018-01-01,2018,No
5130,1789,Visa,Debit,4719376429761062,2021-05-01,716,YES,1,15981,2008-10-01,2008,No
5911,767,Visa,Debit,4465904146461429,2007-12-01,172,YES,2,12758,2007-12-01,2011,No
513,767,Mastercard,Debit (Prepaid),5998020597750681,2020-01-01,259,YES,2,24,2020-01-01,2020,No
2111,767,Mastercard,Debit,5753826788441344,2017-10-01,195,YES,2,13209,2006-03-01,2012,No
514,678,Mastercard,Debit,5845664736410406,2024-09-01,157,YES,1,11254,2020-01-01,2020,No
3577,678,Mastercard,Debit,5815197990139669,2024-05-01,528,YES,2,16703,2014-06-01,2014,No
3040,678,Discover,Credit,6863075164690679,2020-11-01,357,YES,2,7300,2010-05-01,2010,No
1300,678,Mastercard,Credit,5190363040476849,2022-08-01,377,YES,2,8600,2012-02-01,2012,No
960,471,Visa,Debit,4435091514671785,2013-10-01,429,YES,1,17173,1997-02-01,2014,No
4415,471,Visa,Credit,4610283928454577,2020-03-01,340,YES,2,22000,2013-08-01,2013,No
5402,471,Mastercard,Debit,5402165032954536,2009-11-01,383,YES,1,29739,2004-11-01,2008,No
3048,757,Mastercard,Debit,5604853881293164,2020-02-01,942,YES,2,12905,2010-05-01,2010,No
4175,757,Mastercard,Debit,5304174233835471,2022-10-01,603,YES,2,447,2006-08-01,2015,No
5458,757,Mastercard,Debit,5018201035940907,2014-02-01,623,YES,1,22100,2006-11-01,2009,No
3947,757,Visa,Debit,4364504555846512,2024-03-01,787,YES,2,7616,2010-07-01,2010,No
515,1724,Mastercard,Debit,5820532728475057,2021-07-01,136,YES,1,17665,2020-01-01,2020,No
5337,1724,Mastercard,Debit,5693890310196695,2024-09-01,794,YES,1,12551,2019-10-01,2019,No
1399,1724,Amex,Credit,329884815703027,2022-05-01,818,YES,2,7400,2020-02-01,2020,No
1313,1603,Mastercard,Debit,5495606147026040,2024-06-01,810,YES,2,14223,2013-02-01,2013,No
2138,1603,Discover,Credit,6439934247827371,2012-03-01,549,NO,1,11200,2007-03-01,2007,No
2381,1603,Mastercard,Credit,5903180777410762,2020-02-01,618,YES,1,14000,2019-03-01,2019,No
5981,1603,Visa,Debit (Prepaid),4982837709455785,2022-09-01,119,YES,2,79,2009-12-01,2009,No
1815,224,Visa,Debit,4254478565698366,2020-02-01,642,YES,2,13547,2020-02-01,2020,No
1538,808,Mastercard,Debit,5366108681709753,2022-06-01,691,YES,1,12626,2020-02-01,2020,No
3969,808,Mastercard,Debit,5559631785400356,2024-07-01,138,YES,2,17042,2011-07-01,2011,No
3516,808,Mastercard,Debit,5868987765320423,2024-01-01,849,YES,2,11930,2011-06-01,2011,No
5427,1326,Mastercard,Debit,5921343520642553,2013-12-01,630,YES,2,10442,2005-11-01,2005,No
5561,1326,Mastercard,Debit,5576058870888177,2023-08-01,200,YES,2,23296,2009-11-01,2014,No
5212,158,Visa,Debit,4436697575956445,2015-06-01,894,YES,1,19555,2010-10-01,2010,No
516,158,Mastercard,Debit,5217920627763477,2020-02-01,902,YES,1,22310,2020-01-01,2020,No
5722,1928,Mastercard,Credit,5503548049749435,2021-02-01,850,NO,1,14800,2016-11-01,2016,No
2434,1928,Visa,Credit,4669390579436584,2020-03-01,661,YES,2,11300,2002-04-01,2011,No
2442,1928,Mastercard,Debit (Prepaid),5241112690809802,2022-09-01,740,YES,1,31,2003-04-01,2010,No
4493,1928,Mastercard,Debit,5622935637285354,2024-05-01,799,YES,1,24090,1998-09-01,2009,No
2112,1575,Mastercard,Debit,5700169734076825,2011-05-01,638,YES,1,18138,2006-03-01,2008,No
3635,1575,Visa,Debit (Prepaid),4323953877431034,2023-05-01,830,YES,3,74,2018-06-01,2018,No
224,1575,Mastercard,Debit,5107151477861238,2021-06-01,365,YES,1,23016,2010-01-01,2010,No
5582,1575,Visa,Debit,4753063175082230,2020-02-01,352,YES,2,35791,2009-11-01,2009,No
1539,1608,Mastercard,Debit,5604896104987546,2022-07-01,330,YES,1,15116,2020-02-01,2020,No
5843,1455,Visa,Credit,4096689962299789,2022-08-01,25,YES,1,8000,2005-12-01,2011,No
1386,1455,Amex,Credit,349159635383087,2023-01-01,386,YES,2,2200,2019-02-01,2019,No
789,1455,Visa,Credit,4538277638033307,2024-10-01,387,YES,1,6800,2020-01-01,2020,No
2960,1455,Mastercard,Debit,5738438340474113,2020-03-01,798,YES,1,427,2008-05-01,2010,No
997,1916,Mastercard,Debit,5361639254366090,2002-02-01,26,YES,1,22112,2002-02-01,2010,No
4863,1916,Visa,Debit,4815373260593647,2018-04-01,733,YES,2,10211,2013-09-01,2013,No
5077,1916,Mastercard,Debit,5363716613146250,2008-12-01,937,YES,1,11940,2007-10-01,2011,No
2395,1916,Visa,Credit,4234252140022115,2021-09-01,115,YES,1,7400,1994-04-01,2010,No
3305,1916,Visa,Debit (Prepaid),4541177168542351,2021-02-01,768,NO,1,64,2005-06-01,2014,No
2856,1916,Mastercard,Debit,5079032910713562,2022-12-01,402,YES,2,7343,2004-05-01,2013,No
3258,1916,Visa,Credit,4494411189246879,2023-01-01,670,YES,1,5500,2003-06-01,2010,No
157,1617,Mastercard,Debit,5907512722234563,2014-01-01,855,YES,2,3843,2008-01-01,2009,No
517,143,Mastercard,Debit (Prepaid),5710956185196347,2020-02-01,91,YES,2,72,2020-01-01,2020,No
1540,143,Mastercard,Debit,5969614895288925,2020-02-01,729,YES,1,21227,2020-02-01,2020,No
1541,143,Mastercard,Debit,5183544081050284,2022-05-01,754,YES,1,21943,2020-02-01,2020,No
5003,1176,Mastercard,Debit,5274657041301974,2020-04-01,436,YES,2,47833,2004-10-01,2010,No
2712,1176,Amex,Credit,337116884587546,2018-09-01,164,NO,2,13400,2013-04-01,2013,No
2629,1176,Amex,Credit,339154209082656,2010-09-01,909,YES,1,21700,2010-04-01,2010,No
5270,1194,Mastercard,Debit,5489847637452263,2022-05-01,32,YES,2,19122,2013-10-01,2013,No
3644,1194,Visa,Debit,4312743637718042,2019-11-01,556,YES,2,17245,2019-06-01,2019,No
5999,1194,Mastercard,Debit,5312379293764300,2022-06-01,244,NO,2,17564,2010-12-01,2010,No
4614,1194,Visa,Credit,4678372291668326,2020-07-01,966,YES,1,14100,2006-09-01,2011,No
393,423,Amex,Credit,380507615759333,2021-07-01,194,YES,1,11400,2020-01-01,2020,No
1542,423,Mastercard,Debit,5643186470669851,2022-09-01,12,YES,2,18281,2020-02-01,2020,No
2724,580,Mastercard,Debit,5498308482575223,2021-03-01,952,YES,1,14471,2014-04-01,2014,No
5109,580,Mastercard,Debit,5252283992419484,2024-04-01,136,YES,1,11399,2008-10-01,2010,No
2961,580,Mastercard,Credit,5795691987889821,2011-04-01,416,YES,3,12400,2008-05-01,2008,No
303,4,Visa,Debit,4980412921853275,2021-04-01,28,YES,2,27520,2012-01-01,2012,No
5391,4,Visa,Debit,4537266913886102,2022-04-01,787,YES,1,38648,2003-11-01,2005,No
1083,4,Mastercard,Debit,5817981997085182,2008-08-01,755,YES,2,41051,2006-02-01,2006,No
3413,4,Amex,Credit,353090863754405,2014-03-01,451,YES,1,19300,2009-06-01,2018,No
4201,4,Mastercard,Debit,5693655667464241,2023-12-01,500,YES,2,9683,2007-08-01,2016,No
3344,530,Mastercard,Debit,5919043204819594,2020-02-01,711,NO,2,15061,2007-06-01,2007,No
5110,530,Mastercard,Debit,5159330722218973,2022-02-01,857,YES,2,16652,2008-10-01,2010,No
4848,530,Mastercard,Debit,5609056029992567,2020-02-01,7,YES,1,10970,2013-09-01,2013,No
4926,530,Visa,Debit,4461414789391516,2021-03-01,277,YES,2,15458,2019-09-01,2019,No
3145,530,Mastercard,Debit,5955587375467605,2020-07-01,522,YES,2,11475,2014-05-01,2014,No
4021,530,Mastercard,Debit,5224140626818585,2017-01-01,329,YES,1,12031,2014-07-01,2014,No
5779,1826,Mastercard,Debit (Prepaid),5691905533359944,2024-10-01,982,YES,1,49,2002-12-01,2009,No
4666,595,Mastercard,Debit,5406659343798231,2022-12-01,868,YES,2,14408,2008-09-01,2008,No
3049,595,Mastercard,Debit,5268706720915465,2020-07-01,202,YES,1,18035,2010-05-01,2010,No
4667,595,Mastercard,Debit,5007147574833881,2022-04-01,560,YES,2,16786,2008-09-01,2008,No
2128,595,Visa,Debit,4345682874994564,2020-02-01,331,YES,1,12009,2006-03-01,2009,No
4423,1022,Discover,Credit,6315959001873783,2021-04-01,118,YES,1,6800,2014-08-01,2014,No
2504,1022,Mastercard,Credit,5887964726362356,2021-07-01,671,YES,1,10300,2006-04-01,2009,No
5148,1022,Mastercard,Debit,5944670401278171,2021-03-01,806,YES,2,16274,2009-10-01,2009,No
518,1108,Mastercard,Credit,5744439609691204,2020-01-01,662,YES,1,28000,2020-01-01,2020,No
790,1108,Visa,Debit,4771002709933864,2024-04-01,374,YES,2,4201,2020-01-01,2020,No
2525,246,Discover,Credit,6396980306370671,2015-10-01,37,YES,1,25300,2007-04-01,2012,No
1158,246,Visa,Debit,4957823817777302,2022-03-01,413,YES,1,40350,2008-02-01,2014,No
3400,246,Visa,Credit,4021539917884489,2018-08-01,497,YES,1,22500,2008-06-01,2010,No
6075,246,Visa,Debit,4361392563969799,2023-10-01,417,YES,1,26110,2012-12-01,2012,No
519,270,Mastercard,Debit (Prepaid),5387845577295005,2020-02-01,379,YES,1,46,2020-01-01,2020,No
1543,270,Mastercard,Debit,5690579854372424,2020-09-01,790,YES,1,24886,2020-02-01,2020,No
1816,270,Visa,Debit,4102843004395648,2022-07-01,452,YES,2,12257,2020-02-01,2020,No
520,270,Mastercard,Debit,5778432883626952,2020-01-01,217,NO,2,27489,2020-01-01,2020,No
5626,1945,Visa,Credit,4335011442006835,2022-07-01,412,YES,1,9700,2010-11-01,2012,No
3381,1945,Mastercard,Debit,5131116413550841,2024-03-01,615,YES,1,11712,2008-06-01,2019,No
4018,1945,Amex,Credit,394151199374199,2020-02-01,175,YES,2,5900,2014-07-01,2014,No
3614,1945,Visa,Debit,4684821008065663,2021-04-01,164,YES,1,10318,2016-06-01,2016,No
3763,1540,Mastercard,Debit,5883802092372517,2014-12-01,346,YES,1,3836,2006-07-01,2009,No
3496,1540,Visa,Credit,4495172888223801,2023-12-01,269,YES,2,13200,2010-06-01,2011,No
5562,1540,Mastercard,Debit (Prepaid),5037187439217055,2021-08-01,955,NO,2,56,2009-11-01,2011,No
394,1149,Amex,Credit,325863166103877,2020-01-01,936,YES,2,13800,2020-01-01,2020,No
521,1438,Mastercard,Debit,5219464488355605,2022-09-01,80,YES,2,7767,2020-01-01,2020,No
3077,409,Visa,Debit,4702266560105457,2022-09-01,749,YES,1,14999,2010-05-01,2010,No
4007,409,Mastercard,Debit,5215769270589143,2024-01-01,897,YES,2,9281,2013-07-01,2013,No
5690,409,Visa,Debit,4514228052643760,2024-03-01,763,NO,1,15512,2013-11-01,2013,No
1817,694,Visa,Debit (Prepaid),4316296167662583,2023-04-01,621,YES,2,67,2020-02-01,2020,No
5583,694,Visa,Debit,4878301968196169,2022-09-01,33,YES,1,10564,2009-11-01,2010,No
2371,382,Mastercard,Debit,5687094950907399,2019-08-01,289,YES,1,13206,2018-03-01,2018,No
5415,382,Visa,Debit,4877797934126603,2024-08-01,237,YES,1,11809,2004-11-01,2010,No
2103,382,Discover,Credit,6773009361532105,2024-06-01,38,YES,1,8800,2006-03-01,2008,No
5324,629,Visa,Debit,4194422558945686,2018-05-01,208,NO,1,29793,2017-10-01,2017,No
5523,629,Mastercard,Debit (Prepaid),5433671830348176,2022-03-01,732,YES,1,80,2008-11-01,2008,No
2560,629,Mastercard,Debit,5164347231652886,2024-04-01,14,YES,2,24739,2008-04-01,2011,No
4712,629,Mastercard,Debit,5774618783513739,2020-01-01,902,YES,2,32447,2009-09-01,2009,No
124,629,Amex,Credit,335499499050062,2020-11-01,520,NO,2,20900,2007-01-01,2007,No
5392,1211,Visa,Debit,4208678188310578,2024-05-01,462,YES,1,23912,2003-11-01,2009,No
2400,1211,Amex,Credit,344420840489865,2024-11-01,330,YES,2,8200,1998-04-01,2010,No
3721,1211,Visa,Debit,4904264423390551,2008-02-01,240,YES,2,119,2004-07-01,2012,No
5563,1211,Mastercard,Debit,5291048760665798,2017-04-01,940,YES,1,19137,2009-11-01,2012,No
5524,823,Mastercard,Debit,5594052672345392,2021-10-01,748,YES,1,13609,2008-11-01,2010,No
2868,823,Visa,Credit,4009130422427807,2021-02-01,247,YES,2,8600,2004-05-01,2012,No
1400,1304,Amex,Credit,303823669078373,2020-02-01,876,YES,2,27000,2020-02-01,2020,No
426,1304,Discover,Credit,6262934801438359,2021-06-01,565,YES,2,17500,2020-01-01,2020,No
791,1304,Visa,Credit,4619139517493572,2020-02-01,681,YES,1,21000,2020-01-01,2020,No
2639,89,Mastercard,Debit,5250142801861718,2023-02-01,485,YES,2,9401,2010-04-01,2011,No
5584,89,Visa,Debit,4411314646067924,2023-06-01,47,YES,2,17146,2009-11-01,2009,No
2998,89,Mastercard,Debit,5384107443816532,2021-06-01,90,YES,2,10863,2009-05-01,2011,No
2640,89,Mastercard,Debit,5291753153918147,2018-07-01,855,YES,1,9742,2010-04-01,2010,No
1544,1751,Mastercard,Credit,5089899761133479,2021-02-01,743,YES,2,4600,2020-02-01,2020,No
792,1751,Visa,Debit,4756400836306008,2022-07-01,401,YES,1,29925,2020-01-01,2020,No
5377,888,Mastercard,Debit,5551460726922763,2021-07-01,115,YES,2,10305,2002-11-01,2010,No
4668,81,Mastercard,Credit,5419443574655374,2023-10-01,520,YES,2,13300,2008-09-01,2008,No
2897,81,Mastercard,Debit (Prepaid),5391276903408071,2012-10-01,935,YES,2,48,2006-05-01,2014,No
96,81,Mastercard,Credit,5810850276328483,2020-01-01,877,NO,2,0,2006-01-01,2012,No
4525,81,Visa,Credit,4328702811759379,2022-02-01,564,NO,1,10600,2002-09-01,2013,No
2962,81,Mastercard,Debit,5054918583369098,2021-03-01,18,YES,2,1778,2008-05-01,2011,No
793,1021,Visa,Debit,4907163278067635,2021-09-01,857,YES,1,47523,2020-01-01,2020,No
522,1021,Mastercard,Debit (Prepaid),5147465861467114,2024-04-01,905,YES,1,82,2020-01-01,2020,No
3112,826,Amex,Credit,304617902043505,2017-03-01,382,YES,1,19400,2012-05-01,2012,No
311,826,Mastercard,Debit,5496405569223399,2014-11-01,30,YES,1,23403,2013-01-01,2013,No
69,826,Mastercard,Credit,5019514365242810,2024-05-01,508,YES,1,13900,2005-01-01,2012,No
4966,87,Mastercard,Debit (Prepaid),5251447871603744,2008-03-01,292,YES,1,95,2002-10-01,2011,No
3607,87,Mastercard,Debit,5210434230147620,2022-06-01,262,YES,2,20417,2016-06-01,2016,No
109,87,Visa,Credit,4372177587368958,2022-05-01,450,YES,1,6300,2006-01-01,2011,No
6118,1833,Mastercard,Debit,5198052110187452,2020-01-01,912,YES,1,16064,2016-12-01,2016,No
1545,1833,Mastercard,Debit (Prepaid),5390138872145738,2020-03-01,267,YES,1,98,2020-02-01,2020,No
